Date,Open,High,Low,Close,Adj Close,Volume
2003-12-01,1.203398,1.204007,1.194401,1.196501,1.196501,0
2003-12-02,1.196101,1.210903,1.194600,1.208897,1.208897,0
2003-12-03,1.209000,1.213003,1.207700,1.212298,1.212298,0
2003-12-04,1.212004,1.214403,1.204398,1.208094,1.208094,0
2003-12-05,1.207802,1.219096,1.206593,1.218695,1.218695,0
2003-12-08,1.216797,1.224005,1.215407,1.222001,1.222001,0
2003-12-09,1.222105,1.227702,1.219795,1.224995,1.224995,0
2003-12-10,1.224905,1.226603,1.216205,1.219096,1.219096,0
2003-12-11,1.219096,1.223496,1.212298,1.222404,1.222404,0
2003-12-12,1.222703,1.230603,1.221300,1.227898,1.227898,0
2003-12-15,1.218695,1.232499,1.217804,1.231997,1.231997,0
2003-12-16,1.231406,1.235895,1.230497,1.232195,1.232195,0
2003-12-17,1.231997,1.242005,1.229997,1.240202,1.240202,0
2003-12-18,1.240202,1.244199,1.236598,1.242298,1.242298,0
2003-12-19,1.242205,1.243503,1.235102,1.238497,1.238497,0
2003-12-22,1.235697,1.244601,1.235697,1.239895,1.239895,0
2003-12-23,1.239895,1.267202,1.238804,1.240003,1.240003,0
2003-12-24,1.240095,1.247194,1.240003,1.245299,1.245299,0
2003-12-25,1.245702,1.247007,1.244307,1.244803,1.244803,0
2003-12-26,1.245004,1.247100,1.242699,1.243194,1.243194,0
2003-12-29,1.243394,1.250797,1.242993,1.248393,1.248393,0
2003-12-30,1.248595,1.256297,1.248299,1.254894,1.254894,0
2003-12-31,1.255004,1.264894,1.253007,1.259002,1.259002,0
2004-01-01,1.259002,1.260796,1.247396,1.258194,1.258194,0
2004-01-02,1.258194,1.262802,1.252693,1.258194,1.258194,0
2004-01-05,1.263903,1.269406,1.263695,1.268698,1.268698,0
2004-01-06,1.268907,1.280803,1.267202,1.272103,1.272103,0
2004-01-07,1.272394,1.273999,1.262499,1.264095,1.264095,0
2004-01-08,1.264095,1.278707,1.256502,1.277498,1.277498,0
2004-01-09,1.277498,1.286703,1.271294,1.285892,1.285892,0
2004-01-12,1.284802,1.289707,1.273804,1.274096,1.274096,0
2004-01-13,1.274405,1.279705,1.271892,1.278593,1.278593,0
2004-01-14,1.278805,1.278805,1.240602,1.265102,1.265102,0
2004-01-15,1.265599,1.267106,1.256897,1.260097,1.260097,0
2004-01-16,1.260001,1.261002,1.236400,1.239803,1.239803,0
2004-01-19,1.238697,1.242406,1.234004,1.235407,1.235407,0
2004-01-20,1.235102,1.260208,1.234995,1.258907,1.258907,0
2004-01-21,1.258099,1.266994,1.256597,1.265903,1.265903,0
2004-01-22,1.265807,1.274892,1.264494,1.272508,1.272508,0
2004-01-23,1.272394,1.277596,1.257008,1.258305,1.258305,0
2004-01-26,1.257498,1.261098,1.246106,1.248798,1.248798,0
2004-01-27,1.248595,1.265999,1.244694,1.263695,1.263695,0
2004-01-28,1.263408,1.264398,1.242005,1.244199,1.244199,0
2004-01-29,1.244106,1.252693,1.237103,1.241003,1.241003,0
2004-01-30,1.241003,1.248502,1.235498,1.246805,1.246805,0
2004-02-02,1.247598,1.248206,1.239603,1.243302,1.243302,0
2004-02-03,1.253793,1.256108,1.250500,1.253494,1.253494,0
2004-02-04,1.254595,1.256108,1.250500,1.253997,1.253997,0
2004-02-05,1.253793,1.263600,1.252395,1.257197,1.257197,0
2004-02-06,1.257008,1.272605,1.251894,1.270002,1.270002,0
2004-02-09,1.265502,1.275705,1.265502,1.269406,1.269406,0
2004-02-10,1.269293,1.278707,1.267395,1.268504,1.268504,0
2004-02-11,1.268295,1.284703,1.265807,1.283005,1.283005,0
2004-02-12,1.283302,1.284703,1.279607,1.281805,1.281805,0
2004-02-13,1.281706,1.288992,1.272508,1.272799,1.272799,0
2004-02-16,1.272993,1.279001,1.272200,1.276503,1.276503,0
2004-02-17,1.276406,1.287797,1.276308,1.285793,1.285793,0
2004-02-18,1.286306,1.292207,1.266592,1.272508,1.272508,0
2004-02-19,1.272896,1.276699,1.265999,1.275705,1.275705,0
2004-02-20,1.275803,1.276096,1.250297,1.254202,1.254202,0
2004-02-23,1.250094,1.259398,1.245702,1.257197,1.257197,0
2004-02-24,1.257197,1.271100,1.252897,1.267797,1.267797,0
2004-02-25,1.267893,1.270406,1.248393,1.249703,1.249703,0
2004-02-26,1.250094,1.251799,1.239695,1.244803,1.244803,0
2004-02-27,1.244803,1.250704,1.238099,1.249407,1.249407,0
2004-03-01,1.253903,1.254107,1.242993,1.244803,1.244803,0
2004-03-02,1.245004,1.245004,1.220301,1.220405,1.220405,0
2004-03-03,1.220197,1.222001,1.206899,1.219096,1.219096,0
2004-03-04,1.219393,1.224095,1.214300,1.220703,1.220703,0
2004-03-05,1.220495,1.242699,1.217997,1.236797,1.236797,0
2004-03-08,1.236507,1.242607,1.234598,1.242607,1.242607,0
2004-03-09,1.242607,1.246401,1.228697,1.231906,1.231906,0
2004-03-10,1.242607,1.246401,1.220703,1.223197,1.223197,0
2004-03-11,1.223197,1.238007,1.217404,1.235102,1.235102,0
2004-03-12,1.234995,1.235407,1.217893,1.222404,1.222404,0
2004-03-15,1.221404,1.231406,1.221300,1.227205,1.227205,0
2004-03-16,1.226904,1.237195,1.224605,1.226106,1.226106,0
2004-03-17,1.226001,1.229196,1.218294,1.222703,1.222703,0
2004-03-18,1.222703,1.241897,1.222599,1.238896,1.238896,0
2004-03-19,1.238697,1.240695,1.226407,1.226904,1.226904,0
2004-03-22,1.227702,1.239603,1.222703,1.234598,1.234598,0
2004-03-23,1.234598,1.236996,1.227295,1.234507,1.234507,0
2004-03-24,1.234598,1.236996,1.211094,1.213902,1.213902,0
2004-03-25,1.214005,1.219706,1.210800,1.213695,1.213695,0
2004-03-26,1.213799,1.221001,1.209000,1.212695,1.212695,0
2004-03-29,1.211402,1.217004,1.206505,1.216604,1.216604,0
2004-03-30,1.216604,1.222599,1.215599,1.218502,1.218502,0
2004-03-31,1.218205,1.232195,1.217597,1.231300,1.231300,0
2004-04-01,1.231194,1.238497,1.225896,1.236507,1.236507,0
2004-04-02,1.236598,1.237195,1.210800,1.212900,1.212900,0
2004-04-05,1.211504,1.212606,1.198998,1.201302,1.201302,0
2004-04-06,1.201793,1.214595,1.198897,1.213106,1.213106,0
