1501603433,700000.000000,0.00050000
1501603433,700000.000000,0.00005000
1501603433,500000.000000,0.00006000
1501603433,100000.000000,0.00020000
1501603433,50000.000000,0.00010000
1501603433,9001.000000,0.01000000
1501603435,9000.000000,0.00100000
1501603435,5000.000000,0.00025000
1501603437,1000.000000,1.00000000
1501603437,824.010000,0.05000000
1501603437,707.150000,0.00200000
1501603437,666.000000,0.00100000
1501603437,590.000000,0.01500000
1501603437,500.000000,0.05000000
1501603437,500.000000,1.00000000
1501603437,500.000000,1.00000000
1501603440,400.100000,1.00000000
1501603440,400.000000,0.10000000
1501603440,400.000000,0.00300000
1501603440,389.000000,5.41840616
